Category,unit_price,Rating,Stock Available,Discount
D,6302.0,3.0405392671861478,Out of Stock,40.0
B,1054.0,3.0405392671861478,In Stock,17.0
B,6431.0,3.0405392671861478,In Stock,4.0
C,8137.0,3.0405392671861478,Out of Stock,1.0
B,2935.0,3.0405392671861478,In Stock,10.0
B,4077.0,3.0405392671861478,Out of Stock,16.0
B,4185.0,3.0405392671861478,In Stock,13.0
B,4962.0,3.1205871463083,Out of Stock,46.0
B,2806.0,3.0925302074740255,Out of Stock,28.0
D,6057.0,4.7043689461398674,In Stock,48.0
B,9011.0,3.0405392671861478,In Stock,24.53860160233066
B,3978.0,2.4124411276526287,In Stock,32.0
B,855.0,3.0405392671861478,Out of Stock,7.0
B,1279.0,4.968169215602468,Out of Stock,36.0
B,8705.0,4.899799221719233,In Stock,23.0
B,9972.0,3.0405392671861478,Out of Stock,15.0
B,4194.0,3.0405392671861478,Out of Stock,36.0
B,1152.0,3.0405392671861478,Out of Stock,24.53860160233066
B,1155.0,3.0405392671861478,In Stock,38.0
C,7400.0,2.7941732006435323,In Stock,18.0
B,1241.0,3.7281744313784952,In Stock,9.0
B,4774.0,2.311133033991066,Out of Stock,14.0
B,9789.0,3.9793901994925465,In Stock,14.0
B,6906.0,3.0405392671861478,Out of Stock,41.0
B,5383.0,3.0936229253617693,In Stock,27.0
B,7721.0,4.973106647688812,Out of Stock,34.0
C,5024.705208333334,1.3034647208011507,Out of Stock,7.0
B,4789.0,3.0405392671861478,Out of Stock,0.0
D,5024.705208333334,3.0405392671861478,In Stock,40.0
B,3855.0,3.0405392671861478,Out of Stock,46.0
B,3227.0,3.0405392671861478,Out of Stock,42.0
A,8483.0,3.0405392671861478,In Stock,24.53860160233066
B,687.0,1.7881303191254316,In Stock,25.0
B,8073.0,3.0405392671861478,Out of Stock,4.0
A,7280.0,2.1538050811043083,Out of Stock,23.0
B,4419.0,3.0405392671861478,In Stock,13.0
B,8891.0,3.0405392671861478,In Stock,37.0
B,9324.0,3.0258327040958526,Out of Stock,37.0
B,7605.0,3.0405392671861478,Out of Stock,4.0
B,7356.0,1.8205936286494948,In Stock,11.0
B,1061.0,4.202112381149515,Out of Stock,8.0
B,2302.0,3.0405392671861478,In Stock,8.0
B,5634.0,3.0405392671861478,Out of Stock,46.0
B,5207.0,4.598479016881183,Out of Stock,3.0
B,561.0,1.2154389122708573,In Stock,24.53860160233066
B,922.0,3.0405392671861478,Out of Stock,24.53860160233066
B,6349.0,3.732495825709702,Out of Stock,24.53860160233066
D,7719.0,1.955424858669331,In Stock,39.0
B,2971.0,1.6620358271642193,In Stock,10.0
B,7487.0,3.0405392671861478,In Stock,21.0
B,483.0,4.946046913380037,In Stock,32.0
B,6710.0,1.791122243046598,Out of Stock,27.0
B,6014.0,3.0405392671861478,Out of Stock,14.0
A,5261.0,4.32659017047942,Out of Stock,12.0
C,3481.0,3.0417259970879957,In Stock,26.0
B,6090.0,3.0405392671861478,In Stock,21.0
C,9574.0,3.0405392671861478,In Stock,45.0
B,9464.0,1.9762456289176473,Out of Stock,40.0
B,3074.0,1.0645103511375225,In Stock,34.0
B,5674.0,1.1281011831664922,In Stock,49.0
B,2271.0,1.5990502241484132,Out of Stock,20.0
B,329.0,4.5464686714966085,In Stock,48.0
A,7150.0,2.9775348341038668,In Stock,12.0
B,9742.0,4.371794267225391,Out of Stock,20.0
B,528.0,3.0405392671861478,In Stock,17.0
B,1827.0,3.0405392671861478,Out of Stock,37.0
C,6576.0,3.0405392671861478,In Stock,23.0
B,6812.0,3.0405392671861478,In Stock,26.0
A,8754.0,3.0405392671861478,In Stock,7.0
B,8341.0,1.0324647678890266,In Stock,15.0
B,1973.0,3.0405392671861478,In Stock,6.0
B,7355.0,2.4534114338249173,Out of Stock,5.0
B,906.0,2.2542244098885296,Out of Stock,25.0
B,124.0,3.0405392671861478,In Stock,19.0
B,5408.0,3.7727880550346833,Out of Stock,19.0
C,4501.0,2.295327988510453,In Stock,24.53860160233066
D,7053.0,4.346376620059969,In Stock,31.0
B,9833.0,3.0405392671861478,In Stock,26.0
A,8339.0,3.5583160168704246,In Stock,22.0
C,1258.0,4.516189227185093,Out of Stock,37.0
B,5039.0,4.016191570603867,In Stock,28.0
B,3074.0,3.5850641811405457,Out of Stock,24.0
A,3020.0,3.3865934001566265,In Stock,28.0
B,2271.0,4.477057358676351,In Stock,13.0
B,6878.0,2.7558734658999025,In Stock,19.0
D,2674.0,3.0405392671861478,In Stock,24.53860160233066
B,5024.705208333334,3.0405392671861478,In Stock,12.0
C,6491.0,3.65187530877077,Out of Stock,18.0
D,5957.0,3.0405392671861478,In Stock,35.0
B,5024.705208333334,3.2242333248081465,Out of Stock,40.0
B,4393.0,3.0405392671861478,Out of Stock,48.0
D,263.0,3.0405392671861478,Out of Stock,19.0
B,6311.0,4.3051053602937595,In Stock,2.0
B,873.0,3.0405392671861478,Out of Stock,24.53860160233066
D,5053.0,3.0405392671861478,Out of Stock,5.0
B,1641.0,3.0405392671861478,Out of Stock,41.0
B,1140.0,3.0405392671861478,In Stock,43.0
B,1689.0,3.0405392671861478,In Stock,28.0
A,5690.0,2.5306474795298133,In Stock,42.0
B,9250.0,2.06503899208319,In Stock,2.0
D,6666.0,3.164385411443798,In Stock,36.0
B,2146.0,1.489775648756209,In Stock,27.0
B,4103.0,2.0969191182684384,In Stock,14.0
B,3301.0,3.0405392671861478,Out of Stock,3.0
A,5398.0,2.939921335737986,In Stock,31.0
D,446.0,2.8140453322401124,Out of Stock,17.0
B,8127.0,3.0405392671861478,Out of Stock,26.0
B,3012.0,1.0381283794275564,In Stock,12.0
B,5693.0,3.0405392671861478,In Stock,17.0
A,9456.0,1.2277164148513249,In Stock,40.0
A,1832.0,3.0405392671861478,In Stock,26.0
B,7640.0,1.035964940597223,Out of Stock,34.0
B,9980.0,3.0405392671861478,Out of Stock,1.0
C,7511.0,3.0405392671861478,Out of Stock,33.0
B,1025.0,3.0405392671861478,In Stock,5.0
B,2886.0,2.351454032973133,In Stock,7.0
B,3733.0,3.195066628364668,Out of Stock,22.0
D,7288.0,3.0405392671861478,In Stock,8.0
D,9390.0,1.736712394123578,Out of Stock,4.0
B,9037.0,3.0405392671861478,Out of Stock,24.53860160233066
B,102.0,4.4675534523641405,Out of Stock,19.0
B,7248.0,3.5750765192168554,In Stock,34.0
B,1642.0,3.0405392671861478,In Stock,13.0
C,5458.0,2.0976762886329543,Out of Stock,24.53860160233066
C,6387.0,4.992309231031239,In Stock,24.53860160233066
B,9702.0,2.449885496021085,In Stock,48.0
B,5335.0,2.5447387249469835,Out of Stock,25.0
B,7985.0,3.0405392671861478,Out of Stock,1.0
B,9788.0,1.1239669344008978,In Stock,40.0
B,1362.0,3.0405392671861478,In Stock,15.0
D,9180.0,3.8598796191547,In Stock,23.0
B,7287.0,3.0405392671861478,In Stock,27.0
B,3687.0,2.9295164465244095,Out of Stock,11.0
C,2087.0,2.6473426988442728,In Stock,37.0
B,5024.705208333334,4.802708673665242,In Stock,43.0
C,4756.0,1.6202610430992501,In Stock,24.53860160233066
D,6464.0,2.8568538173495375,In Stock,24.53860160233066
D,1947.0,3.0405392671861478,In Stock,42.0
A,7681.0,2.873701777286475,In Stock,33.0
B,8761.0,3.0405392671861478,In Stock,9.0
B,2191.0,2.414634683159434,In Stock,37.0
B,5661.0,3.0405392671861478,Out of Stock,3.0
B,2291.0,4.941379645712672,In Stock,1.0
B,7224.0,4.0295406929919775,Out of Stock,41.0
A,4878.0,3.0405392671861478,Out of Stock,3.0
D,1136.0,3.0405392671861478,In Stock,47.0
B,8874.0,2.0949644475989655,Out of Stock,48.0
B,2585.0,3.0405392671861478,In Stock,40.0
B,8681.0,2.587151907749907,Out of Stock,28.0
B,8964.0,2.8540820764629067,Out of Stock,24.53860160233066
B,5024.705208333334,3.0405392671861478,Out of Stock,25.0
B,1888.0,3.0405392671861478,In Stock,37.0
B,6110.0,3.0405392671861478,Out of Stock,43.0
B,7199.0,2.534106499356928,In Stock,42.0
B,9439.0,3.0405392671861478,In Stock,32.0
B,5097.0,1.9878853605766764,In Stock,41.0
B,2205.0,1.2603274575957966,In Stock,24.53860160233066
B,3240.0,2.865361847955119,In Stock,8.0
B,3263.0,3.0405392671861478,Out of Stock,30.0
B,3261.0,3.0405392671861478,In Stock,36.0
B,8889.0,3.369023777761577,In Stock,7.0
D,981.0,1.9990547209985157,In Stock,18.0
B,824.0,1.068409356968436,In Stock,4.0
D,3768.0,1.2637828993988798,In Stock,40.0
B,9185.0,3.0405392671861478,Out of Stock,9.0
B,6373.0,4.607664799574657,Out of Stock,26.0
C,2408.0,3.0405392671861478,Out of Stock,48.0
A,6998.0,4.864179522411147,In Stock,16.0
B,2074.0,3.324158950774632,Out of Stock,27.0
B,7533.0,3.0405392671861478,In Stock,24.53860160233066
B,206.0,3.0405392671861478,Out of Stock,24.0
A,4726.0,4.108624763502121,Out of Stock,44.0
B,5783.0,4.592684610733773,In Stock,17.0
B,1560.0,3.934529854310497,Out of Stock,31.0
B,4900.0,3.0405392671861478,In Stock,4.0
B,7045.0,3.0405392671861478,Out of Stock,30.0
A,2748.0,2.1759963657797043,In Stock,22.0
B,4714.0,4.4524719423634656,In Stock,33.0
B,2013.0,3.0405392671861478,Out of Stock,24.53860160233066
B,1394.0,3.0405392671861478,In Stock,31.0
B,7465.0,3.0405392671861478,Out of Stock,33.0
B,7701.0,3.0405392671861478,In Stock,41.0
C,4894.0,2.511933277495864,Out of Stock,33.0
A,4843.0,3.0405392671861478,Out of Stock,9.0
B,8736.0,3.0405392671861478,Out of Stock,13.0
B,2427.0,3.0405392671861478,Out of Stock,39.0
C,2330.0,3.5882837468157835,Out of Stock,19.0
B,1218.0,1.382636404743907,In Stock,14.0
B,7142.0,4.814401443249402,In Stock,2.0
B,9258.0,1.5928309476311715,In Stock,45.0
A,6649.0,3.0405392671861478,Out of Stock,9.0
A,7425.0,3.9309876215183652,Out of Stock,24.0
D,4867.0,3.0405392671861478,In Stock,5.0
B,3405.0,3.2177313525107145,In Stock,40.0
B,4240.0,3.0405392671861478,In Stock,48.0
B,4403.0,3.0405392671861478,In Stock,49.0
B,9457.0,1.1215115410195984,Out of Stock,24.53860160233066
B,5292.0,3.5584051525690197,Out of Stock,25.0
B,4072.0,4.609600420587909,In Stock,11.0
D,4191.0,3.0405392671861478,In Stock,43.0
B,3027.0,3.0405392671861478,Out of Stock,0.0
B,2249.0,3.0405392671861478,In Stock,49.0
B,8792.0,3.0405392671861478,In Stock,18.0
B,4287.0,2.5977667620215805,Out of Stock,44.0
B,3523.0,2.500812480612023,Out of Stock,32.0
D,2424.0,3.0393797248819894,Out of Stock,32.0
B,9563.0,1.1032034978136416,Out of Stock,9.0
B,2864.0,1.3749623354943838,In Stock,46.0
B,5196.0,3.5303228487154086,Out of Stock,35.0
A,8066.0,2.094705204383652,Out of Stock,21.0
D,7814.0,4.75101557951775,In Stock,23.0
B,4678.0,3.5208678043045474,In Stock,42.0
B,6026.0,3.0405392671861478,In Stock,40.0
B,9460.0,3.2999186080605987,In Stock,34.0
B,2352.0,3.0405392671861478,Out of Stock,11.0
D,5589.0,4.08549234657089,In Stock,19.0
B,2779.0,4.3519521642179395,Out of Stock,45.0
B,752.0,3.0405392671861478,In Stock,31.0
B,7978.0,3.8013183745189223,In Stock,32.0
B,4874.0,3.0405392671861478,In Stock,48.0
C,347.0,3.0405392671861478,Out of Stock,0.0
B,7020.0,3.8917715764228493,In Stock,21.0
B,294.0,3.0405392671861478,In Stock,38.0
B,3449.0,3.0405392671861478,In Stock,25.0
B,3166.0,3.0405392671861478,Out of Stock,20.0
B,3695.0,3.0405392671861478,In Stock,4.0
B,5273.0,3.0405392671861478,In Stock,26.0
B,5549.0,2.0480246745421957,In Stock,19.0
B,5071.0,2.7004978855606154,Out of Stock,27.0
B,6691.0,2.1211579014232274,Out of Stock,39.0
B,3065.0,3.0405392671861478,In Stock,29.0
B,3516.0,3.0405392671861478,In Stock,28.0
B,1354.0,4.168446392320217,In Stock,14.0
C,6503.0,3.0405392671861478,In Stock,24.53860160233066
B,6397.0,4.529676871791372,Out of Stock,2.0
B,5320.0,3.0405392671861478,In Stock,24.53860160233066
B,9076.0,3.0405392671861478,In Stock,38.0
B,6582.0,3.0405392671861478,Out of Stock,6.0
C,9391.0,3.8640201472356996,In Stock,20.0
B,4330.0,2.569388962423845,Out of Stock,5.0
B,2962.0,1.9993910779447273,Out of Stock,24.53860160233066
C,4990.0,3.354053530451088,In Stock,24.53860160233066
B,2771.0,3.0405392671861478,Out of Stock,25.0
B,3179.0,3.0405392671861478,Out of Stock,48.0
B,2763.0,3.0405392671861478,In Stock,16.0
B,2224.0,3.0405392671861478,Out of Stock,25.0
B,6786.0,4.778414495158703,Out of Stock,35.0
B,1640.0,3.0405392671861478,Out of Stock,36.0
A,3946.0,3.0769601298513116,Out of Stock,19.0
B,5024.705208333334,3.0405392671861478,Out of Stock,17.0
C,5682.0,3.0405392671861478,Out of Stock,6.0
B,3798.0,3.0405392671861478,In Stock,24.53860160233066
B,1450.0,3.681593384350942,In Stock,4.0
C,9312.0,3.0405392671861478,Out of Stock,36.0
B,6333.0,2.6003250446458672,In Stock,41.0
B,6894.0,2.997893820621304,Out of Stock,45.0
B,800.0,2.041203499213701,Out of Stock,26.0
B,5001.0,3.0405392671861478,Out of Stock,18.0
C,1358.0,1.5106161458925813,In Stock,29.0
B,7104.0,3.635080975809278,In Stock,47.0
B,649.0,4.435194415432115,In Stock,24.53860160233066
B,9209.0,3.60590484556508,In Stock,21.0
B,5024.705208333334,1.0788900432711759,Out of Stock,21.0
C,4521.0,3.0405392671861478,Out of Stock,6.0
B,1697.0,2.276089036005102,Out of Stock,34.0
D,1198.0,3.0405392671861478,In Stock,40.0
B,1243.0,3.0405392671861478,In Stock,45.0
D,1090.0,3.0405392671861478,Out of Stock,40.0
B,4751.0,2.182610294595057,In Stock,16.0
B,2892.0,4.237935914472176,Out of Stock,34.0
B,9502.0,3.0405392671861478,In Stock,44.0
A,3658.0,3.971626350415578,In Stock,3.0
D,5271.0,3.41348378152788,Out of Stock,25.0
B,8465.0,1.7818961887580804,In Stock,24.53860160233066
B,7708.0,3.3157853359823317,Out of Stock,24.53860160233066
B,8158.0,4.6568887360943645,In Stock,20.0
B,5371.0,3.0405392671861478,Out of Stock,17.0
B,7038.0,1.8861921034173923,In Stock,13.0
B,4887.0,2.211875155548744,Out of Stock,18.0
B,9441.0,3.0405392671861478,Out of Stock,32.0
B,2804.0,1.093120035659791,Out of Stock,42.0
B,5520.0,3.0405392671861478,In Stock,47.0
B,5048.0,3.0405392671861478,Out of Stock,28.0
B,4715.0,4.057045455412436,Out of Stock,30.0
C,3163.0,1.9300781864354621,In Stock,0.0
B,5024.705208333334,3.0405392671861478,Out of Stock,46.0
B,2807.0,1.3806677003779617,Out of Stock,34.0
D,3823.0,3.0405392671861478,In Stock,36.0
B,5702.0,3.3490455314959346,In Stock,3.0
A,5755.0,4.3245839400566455,Out of Stock,3.0
A,3099.0,3.0405392671861478,Out of Stock,5.0
B,5133.0,3.0405392671861478,Out of Stock,24.53860160233066
A,4021.0,3.0405392671861478,Out of Stock,44.0
C,6886.0,3.0405392671861478,In Stock,18.0
B,6240.0,3.0405392671861478,Out of Stock,27.0
A,1742.0,4.054814421396038,In Stock,49.0
B,1580.0,1.25118001037103,In Stock,20.0
B,5997.0,3.0405392671861478,In Stock,10.0
B,7089.0,2.4820747007698998,Out of Stock,16.0
B,9926.0,4.161603407756768,In Stock,18.0
B,6216.0,3.7477908042668147,In Stock,24.0
B,9867.0,2.0197411195299217,Out of Stock,45.0
B,6388.0,3.215387337019516,Out of Stock,40.0
B,1979.0,3.307428223822766,In Stock,22.0
D,9328.0,3.741103836206014,In Stock,24.53860160233066
B,6890.0,3.0405392671861478,Out of Stock,19.0
C,6321.0,3.0405392671861478,Out of Stock,21.0
D,336.0,2.7361140845927165,In Stock,40.0
B,7308.0,3.0405392671861478,In Stock,26.0
B,7910.0,3.0405392671861478,Out of Stock,35.0
D,9288.0,2.047267595920572,In Stock,22.0
B,1072.0,3.0405392671861478,Out of Stock,23.0
B,7118.0,4.566901040014928,In Stock,45.0
C,9973.0,1.2009696043580629,Out of Stock,24.53860160233066
C,892.0,1.3146708410929242,Out of Stock,41.0
D,6151.0,3.2384502324639404,In Stock,15.0
B,7612.0,3.0405392671861478,Out of Stock,30.0
B,1208.0,3.0405392671861478,In Stock,41.0
B,9436.0,3.0405392671861478,Out of Stock,7.0
B,5182.0,1.827760519685472,Out of Stock,1.0
C,2312.0,3.3255622754078424,Out of Stock,16.0
B,6398.0,1.9385291951831984,Out of Stock,8.0
B,8300.0,3.2552429557528915,Out of Stock,25.0
A,112.0,3.7344032317676907,Out of Stock,23.0
B,6288.0,4.902741921224903,Out of Stock,2.0
D,795.0,3.0405392671861478,Out of Stock,8.0
A,1516.0,3.0405392671861478,In Stock,14.0
B,9752.0,4.465997245320272,In Stock,29.0
A,7535.0,2.6847558263455036,In Stock,13.0
C,6679.0,3.0405392671861478,In Stock,21.0
B,9725.0,3.0405392671861478,Out of Stock,49.0
B,6602.0,1.6291957035822064,Out of Stock,28.0
B,8104.0,3.172666912617823,In Stock,23.0
B,6951.0,3.0405392671861478,Out of Stock,32.0
B,5351.0,3.0405392671861478,In Stock,1.0
B,7740.0,3.0405392671861478,Out of Stock,16.0
B,5409.0,1.124400293587282,In Stock,9.0
B,6005.0,3.0405392671861478,In Stock,24.53860160233066
C,3675.0,3.0405392671861478,In Stock,16.0
B,9989.0,2.084323978313434,Out of Stock,24.53860160233066
A,6129.0,3.733946610175,Out of Stock,7.0
B,6874.0,4.616561392155285,Out of Stock,44.0
B,4404.0,3.0405392671861478,In Stock,13.0
B,774.0,3.0405392671861478,Out of Stock,11.0
A,5319.0,3.0140131301536766,In Stock,24.53860160233066
A,286.0,3.0405392671861478,In Stock,22.0
B,9634.0,3.0405392671861478,Out of Stock,22.0
D,2497.0,3.0405392671861478,In Stock,24.53860160233066
B,4276.0,3.0405392671861478,Out of Stock,24.53860160233066
B,4602.0,1.7103449055275513,In Stock,24.53860160233066
B,4720.0,2.5564198100924322,Out of Stock,46.0
B,4005.0,2.3009687184523266,Out of Stock,11.0
B,1179.0,3.0405392671861478,Out of Stock,6.0
B,131.0,3.0405392671861478,In Stock,39.0
C,9841.0,3.8094137869601727,In Stock,42.0
D,7648.0,3.1076045243129116,Out of Stock,20.0
B,500.0,3.0405392671861478,Out of Stock,27.0
B,7023.0,1.4422156974904419,Out of Stock,49.0
B,5772.0,1.0797288966072531,Out of Stock,24.0
B,7677.0,3.617867881822336,Out of Stock,35.0
C,5357.0,3.0405392671861478,Out of Stock,33.0
B,2676.0,3.0405392671861478,Out of Stock,33.0
B,404.0,3.0405392671861478,In Stock,32.0
B,3282.0,3.0405392671861478,Out of Stock,49.0
B,8503.0,3.7288155035087027,In Stock,24.53860160233066
B,1216.0,3.0405392671861478,In Stock,32.0
B,6456.0,4.790299401611351,Out of Stock,15.0
A,5024.705208333334,3.0405392671861478,Out of Stock,48.0
C,624.0,1.1772988848547423,Out of Stock,40.0
C,1801.0,4.852242151770946,In Stock,18.0
B,3303.0,3.0405392671861478,Out of Stock,1.0
B,7488.0,3.0405392671861478,Out of Stock,24.53860160233066
D,1172.0,3.0405392671861478,Out of Stock,24.0
B,7431.0,3.5174456287046185,Out of Stock,20.0
B,6956.0,3.0405392671861478,Out of Stock,16.0
B,9012.0,3.0405392671861478,Out of Stock,21.0
B,8412.0,3.0405392671861478,Out of Stock,31.0
B,7418.0,3.0405392671861478,In Stock,36.0
B,8711.0,4.488839993338615,In Stock,5.0
B,4384.0,1.2345849412986252,Out of Stock,25.0
B,6204.0,3.803964327321224,In Stock,27.0
B,5235.0,3.1558870151813907,In Stock,32.0
B,225.0,3.0405392671861478,Out of Stock,39.0
B,6803.0,1.6051417014423355,Out of Stock,14.0
D,5341.0,1.0571722325695556,In Stock,49.0
C,2841.0,4.608064614784771,Out of Stock,4.0
C,1408.0,3.0405392671861478,In Stock,33.0
A,3118.0,3.5562250665199957,Out of Stock,49.0
B,2875.0,2.6846062729408633,In Stock,13.0
B,8488.0,3.0405392671861478,Out of Stock,37.0
B,3392.0,1.478412039981262,In Stock,14.0
B,7578.0,3.0405392671861478,Out of Stock,35.0
B,4910.0,1.3206883281148407,In Stock,7.0
D,2626.0,2.3712130046018745,Out of Stock,22.0
B,3382.0,4.054222015586505,Out of Stock,24.53860160233066
B,4173.0,3.0405392671861478,Out of Stock,28.0
B,9660.0,1.6029732109621286,In Stock,13.0
A,1270.0,3.0405392671861478,In Stock,41.0
B,280.0,2.0343441996878457,Out of Stock,0.0
A,1456.0,3.0405392671861478,In Stock,41.0
B,5006.0,4.9388167628679795,Out of Stock,23.0
B,854.0,3.0405392671861478,Out of Stock,24.0
A,9943.0,3.0405392671861478,In Stock,48.0
D,6564.0,3.0405392671861478,Out of Stock,23.0
B,1558.0,3.0405392671861478,In Stock,17.0
B,3182.0,3.0405392671861478,In Stock,24.53860160233066
A,6297.0,4.575080451930836,Out of Stock,5.0
B,5821.0,3.0405392671861478,Out of Stock,31.0
B,2664.0,3.0405392671861478,Out of Stock,35.0
C,5024.705208333334,2.570715259035823,Out of Stock,47.0
A,4611.0,1.5987478538921898,Out of Stock,19.0
B,3143.0,4.053883767586717,Out of Stock,9.0
B,1337.0,3.0298840220370398,Out of Stock,29.0
C,5024.705208333334,1.798436343888873,Out of Stock,3.0
B,9267.0,3.0405392671861478,In Stock,4.0
B,7682.0,3.0405392671861478,Out of Stock,45.0
B,7462.0,3.3539213397905656,In Stock,23.0
B,6847.0,3.0405392671861478,In Stock,23.0
B,8393.0,3.0405392671861478,In Stock,19.0
A,8332.0,2.319985365624958,Out of Stock,46.0
B,520.0,2.0808936815506995,In Stock,6.0
B,7043.0,2.7081399427904227,In Stock,28.0
C,4739.0,3.0405392671861478,Out of Stock,0.0
B,395.0,3.0405392671861478,In Stock,40.0
B,669.0,1.902966551424214,Out of Stock,28.0
A,9341.0,3.0405392671861478,In Stock,19.0
A,6872.0,3.0405392671861478,In Stock,29.0
B,1794.0,3.834140134695989,Out of Stock,43.0
B,3425.0,2.335676920040024,In Stock,16.0
B,4250.0,3.367146431304469,Out of Stock,24.53860160233066
D,875.0,2.873781117013584,Out of Stock,28.0
C,1349.0,3.6871301770289926,Out of Stock,35.0
B,4310.0,3.0405392671861478,Out of Stock,13.0
C,5024.705208333334,1.1439064059217907,Out of Stock,1.0
D,3698.0,3.0405392671861478,In Stock,28.0
D,4412.0,4.908254782374193,In Stock,41.0
B,935.0,4.572810906001735,In Stock,27.0
B,653.0,1.9007010249149938,Out of Stock,6.0
B,7500.0,3.0405392671861478,In Stock,27.0
B,4364.0,3.5375553840549876,Out of Stock,14.0
B,9465.0,3.0405392671861478,Out of Stock,44.0
B,5323.0,1.0784650496349109,Out of Stock,24.53860160233066
D,112.0,3.0405392671861478,In Stock,48.0
B,8056.0,3.0405392671861478,Out of Stock,25.0
B,4312.0,3.0405392671861478,Out of Stock,11.0
B,8854.0,3.0405392671861478,Out of Stock,24.53860160233066
B,4082.0,1.7684828251910223,Out of Stock,40.0
B,3150.0,3.0405392671861478,In Stock,18.0
B,7280.0,4.512065970097143,Out of Stock,21.0
B,3127.0,4.084090221409782,Out of Stock,41.0
C,7412.0,3.0405392671861478,In Stock,28.0
B,2257.0,1.90938569826758,In Stock,45.0
B,3947.0,3.2682548655795305,In Stock,31.0
B,2753.0,3.0405392671861478,Out of Stock,8.0
B,9630.0,4.945855832710598,Out of Stock,29.0
B,6069.0,3.0405392671861478,Out of Stock,15.0
A,6606.0,3.0405392671861478,Out of Stock,24.53860160233066
B,6499.0,3.1830940620473043,Out of Stock,15.0
B,1192.0,4.538779953574073,In Stock,27.0
B,4382.0,2.7445012493297596,In Stock,39.0
B,9971.0,3.1229562633586427,In Stock,22.0
D,7379.0,3.0405392671861478,In Stock,34.0
B,290.0,3.0405392671861478,In Stock,20.0
B,1415.0,1.8114848385729903,Out of Stock,24.53860160233066
B,2320.0,3.0405392671861478,Out of Stock,38.0
B,966.0,3.3751294751044227,Out of Stock,3.0
C,1602.0,3.0405392671861478,In Stock,23.0
B,6249.0,3.3073825418193743,Out of Stock,34.0
B,5827.0,3.0405392671861478,Out of Stock,2.0
B,6518.0,3.0405392671861478,In Stock,15.0
B,6585.0,3.0405392671861478,In Stock,36.0
C,2749.0,3.0405392671861478,Out of Stock,30.0
B,1422.0,2.3544217894894715,In Stock,27.0
B,2151.0,3.242911543048796,In Stock,2.0
B,5024.705208333334,4.720405678595029,Out of Stock,24.53860160233066
B,4957.0,4.340028626735259,Out of Stock,24.0
A,1814.0,3.0405392671861478,In Stock,32.0
B,8745.0,3.0405392671861478,In Stock,6.0
C,9500.0,1.0873948873090877,In Stock,30.0
A,3513.0,3.0405392671861478,In Stock,47.0
B,8914.0,1.2021215565580565,In Stock,3.0
B,2064.0,3.9513938126004247,In Stock,20.0
B,1177.0,2.801337939049694,In Stock,4.0
D,2442.0,3.0405392671861478,In Stock,2.0
B,166.0,4.166715605612955,Out of Stock,1.0
B,3367.0,3.118111376456621,Out of Stock,27.0
B,7489.0,3.0405392671861478,Out of Stock,36.0
B,849.0,3.0405392671861478,In Stock,4.0
B,3089.0,3.3182732330845846,In Stock,30.0
B,5172.0,2.155870268362373,In Stock,20.0
B,608.0,3.8925603442319625,In Stock,24.53860160233066
D,7118.0,2.4584548971402427,Out of Stock,43.0
B,5413.0,3.0405392671861478,In Stock,10.0
A,4951.0,4.8839025360044666,Out of Stock,23.0
C,3304.0,3.0405392671861478,Out of Stock,24.53860160233066
B,2815.0,1.272567327311628,In Stock,1.0
B,6290.0,4.403846454366073,Out of Stock,34.0
D,6426.0,3.0405392671861478,Out of Stock,1.0
B,2144.0,3.0405392671861478,Out of Stock,38.0
A,9093.0,4.316501678844242,In Stock,9.0
B,3633.0,4.309657868796409,Out of Stock,46.0
B,5297.0,3.0405392671861478,In Stock,48.0
B,8032.0,3.7238834844105617,Out of Stock,32.0
B,6383.0,3.0405392671861478,In Stock,1.0
B,7024.0,3.0405392671861478,Out of Stock,30.0
B,719.0,4.589478139821139,In Stock,5.0
A,4290.0,3.0405392671861478,In Stock,21.0
B,7949.0,3.0405392671861478,In Stock,31.0
B,1778.0,3.0405392671861478,Out of Stock,24.0
B,8871.0,3.246428036533583,Out of Stock,37.0
B,3856.0,3.0405392671861478,In Stock,23.0
B,4442.0,3.3846092259520852,Out of Stock,47.0
C,3748.0,3.1913696629535826,In Stock,24.53860160233066
B,373.0,2.255441320160187,In Stock,0.0
A,5974.0,3.0405392671861478,In Stock,48.0
B,5024.705208333334,1.1016100832623459,Out of Stock,18.0
B,6037.0,4.044920554871199,In Stock,35.0
B,4697.0,2.6385382204379733,Out of Stock,49.0
B,7565.0,3.0405392671861478,In Stock,18.0
B,3424.0,4.173073872138655,In Stock,42.0
B,9809.0,3.0405392671861478,In Stock,25.0
C,2973.0,3.0405392671861478,In Stock,5.0
C,364.0,3.0405392671861478,In Stock,5.0
B,1729.0,3.0405392671861478,In Stock,3.0
A,3763.0,4.543244286729953,Out of Stock,13.0
B,5276.0,2.469957217393597,Out of Stock,48.0
B,171.0,3.0405392671861478,Out of Stock,30.0
B,5345.0,3.2660937545048174,Out of Stock,32.0
C,8642.0,3.0405392671861478,Out of Stock,2.0
B,6550.0,3.484068820264633,In Stock,16.0
B,2167.0,4.536215765914314,Out of Stock,34.0
B,588.0,4.296048742939903,Out of Stock,36.0
C,5024.705208333334,3.3285171503992843,Out of Stock,20.0
D,9254.0,3.9508446131864954,Out of Stock,6.0
A,3275.0,4.220466085748881,In Stock,44.0
